StartDate,EndDate,RecordedDate,ResponseId,ID,Location,SC_num,Vist,PrevVisit,Prev_VisitNum,Motiv_Hist,Motiv_Nature,Motiv_Calm,Motiv_Adven,Motiv_Quiet,SoundInterfere,Open_Sound,SC6,SC6_3min,SC6_9min,SC6_15min,SC6_30min,PrefHearAC,PreferHearAC_open,SC6_1perday,SC6_10perday,SC6_25perday,SC6_50perday,SC6_100perday,NoLongVisit,NoLongVisit_open,HearAC,AC_Annoy,FlightDenali_Yes,FlightPark_Yes,Flight_No,Flight_interest,TaxiDenali_Yes,TaxiPark_Yes,Taxi_No,Camp,CampLocation,CampOther_open,Adult_select,Child_select,Adult_number,Child_number,Stay_hours_select,Stay_days_select,Stay_hours_open,Stay_days_open,GrooupType,Gender_select,Gender_other,YearBorn,US_Resident,ZipCode,NonRes_Country,Education,HispanicLatino,Race_Indian,Race_Asian,Race_Black,Race_Hawaiian,Race_Pacific,Race_White,Race_Refuse,Notes_Select,Notes_open,RC_Motiv_Hist,RC_Motive_Nature,RC_Motive_Calm,RC_Motiv_Adven,RC_Motiv_Quiet,ClipSeqence,Clip_ID,Acceptablity,Interp,Lmax1_5,Lmax_SC6,SEL1_5,SEL_SC6,RC_Acceptability,RC_Interpretation,Lmax1sec1_5,LMax1sec_SC6,LMin1sec1_5,LMin1sec_SC6,MaxRough1_5,MaxRough_SC6,MedRough1_5,MedRough_SC6,Race_Comb
6/23/2017 12:40,6/23/2017 13:05,6/23/2017 14:51,R_cViqxPXsMNuS3BT,4,2,356,1, , ,5,6,5,6,5,3,People talking,7,8,6,4,2,2, ,9,8,5,3,1,1,25,2, , , ,1,1, , ,1,2, , ,1,1,4,3, ,1, ,3,2,2, ,1977,1,30022, ,6,2, ,1, , , , , ,1, ,4,5,4,5,4,4,7,7,5,53.2,53.2,45.4,45.4,2,0,55.5,55.5,31,31,184,184,141.3,141.3,3
6/23/2017 12:40,6/23/2017 13:05,6/23/2017 14:51,R_cViqxPXsMNuS3BT,4,2,356,1, , ,5,6,5,6,5,3,People talking,7,8,6,4,2,2, ,9,8,5,3,1,1,25,2, , , ,1,1, , ,1,2, , ,1,1,4,3, ,1, ,3,2,2, ,1977,1,30022, ,6,2, ,1, , , , , ,1, ,4,5,4,5,4,5,23,4,3,57.1,53.2,51.1,45.4,-1,-2,74.5,55.5,31.1,31,162.1,184,110.9,141.3,3
6/23/2017 12:13,6/23/2017 12:38,6/23/2017 14:51,R_aNerm3jOmQe16S4,5,2,355,1, , ,5,6,4,4,4,3,People talking,19,1,1,1,1,2, ,3,1,1,1,1,1,10,2, , , ,1,2, , ,1,2, , ,1, ,2, ,1, ,4, ,1,1, ,1948,1,10024, ,6,2, , , , , ,1, ,1, ,4,5,3,3,3,1,19,1,1,62.1,62.1,51.2,51.2,-4,-4,83.2,83.2,39,39,340.5,340.5,177.4,177.4,7
6/23/2017 12:13,6/23/2017 12:38,6/23/2017 14:51,R_aNerm3jOmQe16S4,5,2,355,1, , ,5,6,4,4,4,3,People talking,19,1,1,1,1,2, ,3,1,1,1,1,1,10,2, , , ,1,2, , ,1,2, , ,1, ,2, ,1, ,4, ,1,1, ,1948,1,10024, ,6,2, , , , , ,1, ,1, ,4,5,3,3,3,2,34,1,1,47,62.1,45.5,51.2,-4,-4,52.2,83.2,31.2,39,236.9,340.5,195.8,177.4,7
6/23/2017 12:13,6/23/2017 12:38,6/23/2017 14:51,R_aNerm3jOmQe16S4,5,2,355,1, , ,5,6,4,4,4,3,People talking,19,1,1,1,1,2, ,3,1,1,1,1,1,10,2, , , ,1,2, , ,1,2, , ,1, ,2, ,1, ,4, ,1,1, ,1948,1,10024, ,6,2, , , , , ,1, ,1, ,4,5,3,3,3,3,25,1,1,59.1,62.1,51.4,51.2,-4,-4,69.3,83.2,30,39,213.6,340.5,173.4,177.4,7
6/23/2017 12:13,6/23/2017 12:38,6/23/2017 14:51,R_aNerm3jOmQe16S4,5,2,355,1, , ,5,6,4,4,4,3,People talking,19,1,1,1,1,2, ,3,1,1,1,1,1,10,2, , , ,1,2, , ,1,2, , ,1, ,2, ,1, ,4, ,1,1, ,1948,1,10024, ,6,2, , , , , ,1, ,1, ,4,5,3,3,3,4,7,1,1,53.2,62.1,45.4,51.2,-4,-4,55.5,83.2,31,39,184,340.5,141.3,177.4,7
6/23/2017 12:13,6/23/2017 12:38,6/23/2017 14:51,R_aNerm3jOmQe16S4,5,2,355,1, , ,5,6,4,4,4,3,People talking,19,1,1,1,1,2, ,3,1,1,1,1,1,10,2, , , ,1,2, , ,1,2, , ,1, ,2, ,1, ,4, ,1,1, ,1948,1,10024, ,6,2, , , , , ,1, ,1, ,4,5,3,3,3,5,36,1,1,65,62.1,59.4,51.2,-4,-4,71.9,83.2,30.4,39,161.8,340.5,131.8,177.4,7
6/23/2017 11:46,6/23/2017 12:13,6/23/2017 14:51,R_ipiDoGV4zOukRCN,6,2,354,1, , ,5,6,5,3,5,3,None,33,5,4,2,1,1,1,9,7,3,2,1,1,10,2, , ,1, ,2, , ,1,2, , ,1, ,4, , ,1, ,3,1,1, ,1955,1,11694, ,6,2, , , , , ,1, , , ,4,5,4,2,4,1,12,2,2,103.2,42.8,88.9,39.6,-3,-3,87.1,52.7,31.5,30.9,329.3,192,175.3,165.4,7
6/23/2017 11:46,6/23/2017 12:13,6/23/2017 14:51,R_ipiDoGV4zOukRCN,6,2,354,1, , ,5,6,5,3,5,3,None,33,5,4,2,1,1,1,9,7,3,2,1,1,10,2, , ,1, ,2, , ,1,2, , ,1, ,4, , ,1, ,3,1,1, ,1955,1,11694, ,6,2, , , , , ,1, , , ,4,5,4,2,4,2,33,6,4,42.8,42.8,39.6,39.6,1,-1,52.7,52.7,30.9,30.9,192,192,165.4,165.4,7
6/23/2017 11:46,6/23/2017 12:13,6/23/2017 14:51,R_ipiDoGV4zOukRCN,6,2,354,1, , ,5,6,5,3,5,3,None,33,5,4,2,1,1,1,9,7,3,2,1,1,10,2, , ,1, ,2, , ,1,2, , ,1, ,4, , ,1, ,3,1,1, ,1955,1,11694, ,6,2, , , , , ,1, , , ,4,5,4,2,4,3,10,3,4,73.6,42.8,66.7,39.6,-2,-1,75.1,52.7,31.1,30.9,196.4,192,113.2,165.4,7
6/23/2017 11:46,6/23/2017 12:13,6/23/2017 14:51,R_ipiDoGV4zOukRCN,6,2,354,1, , ,5,6,5,3,5,3,None,33,5,4,2,1,1,1,9,7,3,2,1,1,10,2, , ,1, ,2, , ,1,2, , ,1, ,4, , ,1, ,3,1,1, ,1955,1,11694, ,6,2, , , , , ,1, , , ,4,5,4,2,4,4,7,4,4,53.2,42.8,45.4,39.6,-1,-1,55.5,52.7,31,30.9,184,192,141.3,165.4,7
6/23/2017 11:46,6/23/2017 12:13,6/23/2017 14:51,R_ipiDoGV4zOukRCN,6,2,354,1, , ,5,6,5,3,5,3,None,33,5,4,2,1,1,1,9,7,3,2,1,1,10,2, , ,1, ,2, , ,1,2, , ,1, ,4, , ,1, ,3,1,1, ,1955,1,11694, ,6,2, , , , , ,1, , , ,4,5,4,2,4,5,25,3,3,59.1,42.8,51.4,39.6,-2,-2,69.3,52.7,30,30.9,213.6,192,173.4,165.4,7
6/23/2017 11:32,6/23/2017 11:46,6/23/2017 14:51,R_9BBaRwKpmA2br9N,7,2,353,1, , ,6,6,6,6,6,3,Chatty kids,33,8,8,8,8,1,6,8,8,7,6,3,2, ,2, , , ,1,2, , ,1,2, , ,1,1,2,0,1, ,8, ,2,1, ,1944,1,28904, ,6,2, , , , , ,1, , , ,5,5,5,5,5,1,33,9,8,42.8,42.8,39.6,39.6,4,3,52.7,52.7,30.9,30.9,192,192,165.4,165.4,7
6/23/2017 11:32,6/23/2017 11:46,6/23/2017 14:51,R_9BBaRwKpmA2br9N,7,2,353,1, , ,6,6,6,6,6,3,Chatty kids,33,8,8,8,8,1,6,8,8,7,6,3,2, ,2, , , ,1,2, , ,1,2, , ,1,1,2,0,1, ,8, ,2,1, ,1944,1,28904, ,6,2, , , , , ,1, , , ,5,5,5,5,5,2,4,7,7,47.5,42.8,43.1,39.6,2,2,65.2,52.7,31.9,30.9,200.8,192,148.5,165.4,7
6/23/2017 11:32,6/23/2017 11:46,6/23/2017 14:51,R_9BBaRwKpmA2br9N,7,2,353,1, , ,6,6,6,6,6,3,Chatty kids,33,8,8,8,8,1,6,8,8,7,6,3,2, ,2, , , ,1,2, , ,1,2, , ,1,1,2,0,1, ,8, ,2,1, ,1944,1,28904, ,6,2, , , , , ,1, , , ,5,5,5,5,5,3,35,9,9,46.2,42.8,40.4,39.6,4,4,57.7,52.7,32.3,30.9,185.1,192,150.8,165.4,7
6/23/2017 11:32,6/23/2017 11:46,6/23/2017 14:51,R_9BBaRwKpmA2br9N,7,2,353,1, , ,6,6,6,6,6,3,Chatty kids,33,8,8,8,8,1,6,8,8,7,6,3,2, ,2, , , ,1,2, , ,1,2, , ,1,1,2,0,1, ,8, ,2,1, ,1944,1,28904, ,6,2, , , , , ,1, , , ,5,5,5,5,5,4,22,7,6,61.3,42.8,55.3,39.6,2,1,69.5,52.7,31.8,30.9,164.3,192,109.8,165.4,7
6/23/2017 11:32,6/23/2017 11:46,6/23/2017 14:51,R_9BBaRwKpmA2br9N,7,2,353,1, , ,6,6,6,6,6,3,Chatty kids,33,8,8,8,8,1,6,8,8,7,6,3,2, ,2, , , ,1,2, , ,1,2, , ,1,1,2,0,1, ,8, ,2,1, ,1944,1,28904, ,6,2, , , , , ,1, , , ,5,5,5,5,5,5,34,8,8,47,42.8,45.5,39.6,3,3,52.2,52.7,31.2,30.9,236.9,192,195.8,165.4,7
6/23/2017 10:59,6/23/2017 11:14,6/23/2017 14:51,R_lD98zivzQkuTj5S,8,2,352,2,2,3,5,6,5,6,5,1,People,3,5,5,5,2,1,5,9,8,6,4,2,1,12,2, , , ,1,1, ,1, ,2, , ,1,1,2,1, ,1, ,2,1,2, ,1977,1,29730, ,3,2, , , , , ,1, , , ,4,5,4,5,4,1,14,4,4,96.9,58,84.4,50.6,-1,-1,87.6,65.3,31.9,32.2,338.1,210.4,177,170.1,7
6/23/2017 10:59,6/23/2017 11:14,6/23/2017 14:51,R_lD98zivzQkuTj5S,8,2,352,2,2,3,5,6,5,6,5,1,People,3,5,5,5,2,1,5,9,8,6,4,2,1,12,2, , , ,1,1, ,1, ,2, , ,1,1,2,1, ,1, ,2,1,2, ,1977,1,29730, ,3,2, , , , , ,1, , , ,4,5,4,5,4,2,28,6,6,48.3,58,44.9,50.6,1,1,61,65.3,34.2,32.2,215.5,210.4,161.7,170.1,7
6/23/2017 10:59,6/23/2017 11:14,6/23/2017 14:51,R_lD98zivzQkuTj5S,8,2,352,2,2,3,5,6,5,6,5,1,People,3,5,5,5,2,1,5,9,8,6,4,2,1,12,2, , , ,1,1, ,1, ,2, , ,1,1,2,1, ,1, ,2,1,2, ,1977,1,29730, ,3,2, , , , , ,1, , , ,4,5,4,5,4,3,5,3,2,48.5,58,43.7,50.6,-2,-3,83.7,65.3,33,32.2,374.4,210.4,217.3,170.1,7
6/23/2017 10:59,6/23/2017 11:14,6/23/2017 14:51,R_lD98zivzQkuTj5S,8,2,352,2,2,3,5,6,5,6,5,1,People,3,5,5,5,2,1,5,9,8,6,4,2,1,12,2, , , ,1,1, ,1, ,2, , ,1,1,2,1, ,1, ,2,1,2, ,1977,1,29730, ,3,2, , , , , ,1, , , ,4,5,4,5,4,4,3,7,5,58,58,50.6,50.6,2,0,65.3,65.3,32.2,32.2,210.4,210.4,170.1,170.1,7
6/23/2017 10:59,6/23/2017 11:14,6/23/2017 14:51,R_lD98zivzQkuTj5S,8,2,352,2,2,3,5,6,5,6,5,1,People,3,5,5,5,2,1,5,9,8,6,4,2,1,12,2, , , ,1,1, ,1, ,2, , ,1,1,2,1, ,1, ,2,1,2, ,1977,1,29730, ,3,2, , , , , ,1, , , ,4,5,4,5,4,5,17,3,3,82.4,58,72.9,50.6,-2,-2,81.6,65.3,30,32.2,303.9,210.4,207.9,170.1,7
6/23/2017 10:43,6/23/2017 10:59,6/23/2017 14:51,R_8L8BRHWEIvjlVcK,9,2,351,1, , ,6,6,5,5,5,3,Yelling,32,3,3,1,1,1,2,6,1,1,1,1,1,20,1, , ,1, ,1, , ,1,2, , ,1, ,2, , ,1, ,3,2,1, ,1953,1,6279, ,4,2, , , , , ,1, ,1, ,5,5,4,4,4,1,6,3,2,49.9,55.3,46.4,51,-2,-3,62.4,63.8,32.6,31.4,168.5,173.5,127.8,128.3,7
6/23/2017 10:43,6/23/2017 10:59,6/23/2017 14:51,R_8L8BRHWEIvjlVcK,9,2,351,1, , ,6,6,5,5,5,3,Yelling,32,3,3,1,1,1,2,6,1,1,1,1,1,20,1, , ,1, ,1, , ,1,2, , ,1, ,2, , ,1, ,3,2,1, ,1953,1,6279, ,4,2, , , , , ,1, ,1, ,5,5,4,4,4,2,12,1,1,103.2,55.3,88.9,51,-4,-4,87.1,63.8,31.5,31.4,329.3,173.5,175.3,128.3,7
6/23/2017 10:43,6/23/2017 10:59,6/23/2017 14:51,R_8L8BRHWEIvjlVcK,9,2,351,1, , ,6,6,5,5,5,3,Yelling,32,3,3,1,1,1,2,6,1,1,1,1,1,20,1, , ,1, ,1, , ,1,2, , ,1, ,2, , ,1, ,3,2,1, ,1953,1,6279, ,4,2, , , , , ,1, ,1, ,5,5,4,4,4,3,34,3,3,47,55.3,45.5,51,-2,-2,52.2,63.8,31.2,31.4,236.9,173.5,195.8,128.3,7
6/23/2017 10:43,6/23/2017 10:59,6/23/2017 14:51,R_8L8BRHWEIvjlVcK,9,2,351,1, , ,6,6,5,5,5,3,Yelling,32,3,3,1,1,1,2,6,1,1,1,1,1,20,1, , ,1, ,1, , ,1,2, , ,1, ,2, , ,1, ,3,2,1, ,1953,1,6279, ,4,2, , , , , ,1, ,1, ,5,5,4,4,4,4,11,1,1,93.8,55.3,81.7,51,-4,-4,86.5,63.8,31.6,31.4,392.3,173.5,172.5,128.3,7
6/23/2017 10:43,6/23/2017 10:59,6/23/2017 14:51,R_8L8BRHWEIvjlVcK,9,2,351,1, , ,6,6,5,5,5,3,Yelling,32,3,3,1,1,1,2,6,1,1,1,1,1,20,1, , ,1, ,1, , ,1,2, , ,1, ,2, , ,1, ,3,2,1, ,1953,1,6279, ,4,2, , , , , ,1, ,1, ,5,5,4,4,4,5,32,3,3,55.3,55.3,51,51,-2,-2,63.8,63.8,31.4,31.4,173.5,173.5,128.3,128.3,7
6/24/2017 14:43,6/24/2017 14:56,6/24/2017 19:52,R_2gAfWw7csRxJPXV,10,3,373,1, , ,6,6,5,5,6,4,Peoples talking,17,1,1,1,1,1,1,7,6,4,1,1,1,3,1,5, , ,1,1, , ,1,2, , ,1, ,2, ,1, ,6, ,1,2, ,1938,1,96734, ,6,2, , , , , ,1, ,1, ,5,5,4,4,5,1,17,1,2,82.4,82.4,72.9,72.9,-4,-3,81.6,81.6,30,30,303.9,303.9,207.9,207.9,7
6/24/2017 14:43,6/24/2017 14:56,6/24/2017 19:52,R_2gAfWw7csRxJPXV,10,3,373,1, , ,6,6,5,5,6,4,Peoples talking,17,1,1,1,1,1,1,7,6,4,1,1,1,3,1,5, , ,1,1, , ,1,2, , ,1, ,2, ,1, ,6, ,1,2, ,1938,1,96734, ,6,2, , , , , ,1, ,1, ,5,5,4,4,5,2,28,1,1,48.3,82.4,44.9,72.9,-4,-4,61,81.6,34.2,30,215.5,303.9,161.7,207.9,7
6/24/2017 14:43,6/24/2017 14:56,6/24/2017 19:52,R_2gAfWw7csRxJPXV,10,3,373,1, , ,6,6,5,5,6,4,Peoples talking,17,1,1,1,1,1,1,7,6,4,1,1,1,3,1,5, , ,1,1, , ,1,2, , ,1, ,2, ,1, ,6, ,1,2, ,1938,1,96734, ,6,2, , , , , ,1, ,1, ,5,5,4,4,5,3,13,1,1,98.2,82.4,84.6,72.9,-4,-4,86.8,81.6,33.1,30,322.7,303.9,186.9,207.9,7
6/24/2017 14:43,6/24/2017 14:56,6/24/2017 19:52,R_2gAfWw7csRxJPXV,10,3,373,1, , ,6,6,5,5,6,4,Peoples talking,17,1,1,1,1,1,1,7,6,4,1,1,1,3,1,5, , ,1,1, , ,1,2, , ,1, ,2, ,1, ,6, ,1,2, ,1938,1,96734, ,6,2, , , , , ,1, ,1, ,5,5,4,4,5,4,34,1,1,47,82.4,45.5,72.9,-4,-4,52.2,81.6,31.2,30,236.9,303.9,195.8,207.9,7
6/24/2017 14:43,6/24/2017 14:56,6/24/2017 19:52,R_2gAfWw7csRxJPXV,10,3,373,1, , ,6,6,5,5,6,4,Peoples talking,17,1,1,1,1,1,1,7,6,4,1,1,1,3,1,5, , ,1,1, , ,1,2, , ,1, ,2, ,1, ,6, ,1,2, ,1938,1,96734, ,6,2, , , , , ,1, ,1, ,5,5,4,4,5,5,10,1,1,73.6,82.4,66.7,72.9,-4,-4,75.1,81.6,31.1,30,196.4,303.9,113.2,207.9,7
6/24/2017 14:27,6/24/2017 14:41,6/24/2017 19:52,R_7XKdNNSwWNLtwei,11,3,372,1, , ,6,6,6,5,5,3,People,33,3,3,2,1,1,1,4,3,3,2,1,1,20,1,3, , ,1,2, , ,1,1,7,McKinley resort,1, ,2, , ,1, ,4,2,2, ,1944,2, ,United Kingdom,6,2, , , , , ,1, ,1, ,5,5,5,4,4,1,1,2,4,57.4,42.8,52.7,39.6,-3,-1,63.2,52.7,32,30.9,223,192,174.5,165.4,7
6/24/2017 14:27,6/24/2017 14:41,6/24/2017 19:52,R_7XKdNNSwWNLtwei,11,3,372,1, , ,6,6,6,5,5,3,People,33,3,3,2,1,1,1,4,3,3,2,1,1,20,1,3, , ,1,2, , ,1,1,7,McKinley resort,1, ,2, , ,1, ,4,2,2, ,1944,2, ,United Kingdom,6,2, , , , , ,1, ,1, ,5,5,5,4,4,2,18,1,2,90.2,42.8,78.7,39.6,-4,-3,85.8,52.7,30.6,30.9,412.8,192,163.2,165.4,7
